id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at
11123,4,13,833698723926536193,"Muere la venezolana Sofía Ímber, periodista y defensora de los derechos de la mujerhttps://t.co/tuSi0bjq8W https://t.co/MXXwspDdJI",TweetDeck,false,false,,,,,,,262,337,,false,es,2017-02-20 15:23:59 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
11415,4,13,832583593562095616,"Tony Blair: ""Votantes deberían poder cambiar de opinión sobre brexit""https://t.co/GAwDUGYGtr https://t.co/5g8mAvZmzb",TweetDeck,false,false,,,,,,,37,33,,false,es,2017-02-17 13:32:52 +0000,2017-02-22 05:07:54 +0000,2017-02-22 05:07:54 +0000
13905,4,14,833996078248779777,Capriles: El ticket de alimentación no es salario https://t.co/3ScAUdVLlt,TweetDeck,false,false,,,,,,,2,11,,false,es,2017-02-21 11:05:34 +0000,2017-02-22 05:08:20 +0000,2017-02-22 05:08:20 +0000
12734,4,15,834189463618215936,Niño de cuatro años murió al ser picado por un escorpión en #Mérida https://t.co/qpC7zcHgyH https://t.co/4yKK0FphOj,TweetDeck,false,false,,,,,,,1,5,,false,es,2017-02-21 23:54:01 +0000,2017-02-22 05:08:09 +0000,2017-02-22 05:08:09 +0000
11161,4,13,833518792894402561,¿Qué fue eso tan grave que ocurrió en Suecia según Trump? https://t.co/yjJONIdxo0 https://t.co/Tw65iyTKLH,TweetDeck,false,false,,,,,,,47,35,,false,es,2017-02-20 03:29:00 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
13125,4,14,834192214288977920,Comisión  Especial de la AN investigará denuncias contra Samark López por  corrupción https://t.co/pa69S7g0rM,TweetDeck,false,false,,,,,,,3,5,,false,es,2017-02-22 00:04:57 +0000,2017-02-22 05:08:14 +0000,2017-02-22 05:08:14 +0000
13445,4,14,834119117850419202,“Con mi arte tengo” en la pobre avenida Baralt de Caracas (al menos es hasta el 2019) https://t.co/aueLkpW6yG,Bitly,false,false,,,,,,,1,0,,false,es,2017-02-21 19:14:29 +0000,2017-02-22 05:08:16 +0000,2017-02-22 05:08:16 +0000
13852,4,14,834002806281535488,Portadas de la prensa internacional de este martes 21 de febrero de 2017 - https://t.co/jZUwB6llDq,TweetDeck,false,false,,,,,,,1,0,,false,es,2017-02-21 11:32:18 +0000,2017-02-22 05:08:20 +0000,2017-02-22 05:08:20 +0000
11614,4,13,831794430495621120,Recibió primero una carta de odio... y luego cientos de cartas de amor https://t.co/Q76xkV9h1t,TweetDeck,false,false,,,,,,,51,35,,false,es,2017-02-15 09:17:00 +0000,2017-02-22 05:07:56 +0000,2017-02-22 05:07:56 +0000
12649,4,15,834194997805092864,“No a los burócratas”: Desde #Aporrea denunciaron que los tumbaron https://t.co/hFC9DWeefC https://t.co/XrL5ui2dOA,TweetDeck,false,false,,,,,,,0,4,,false,es,2017-02-22 00:16:00 +0000,2017-02-22 05:08:08 +0000,2017-02-22 05:08:08 +0000
11154,4,13,833566990002421760,"Con el 81,4 de los votos escrutados, así van los resultados en #EcuadorVoto2017 https://t.co/zsjAf5dr93",TweetDeck,false,false,,,,,,,75,102,,false,es,2017-02-20 06:40:31 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
12561,4,15,834203580047433728,¿Te Enteraste? ¡Quedarás impactado al ver los chismes de esta semana! https://t.co/AiPn5wQi3r https://t.co/9MzJgAHmJn,Hootsuite,false,false,,,,,,,1,1,,false,es,2017-02-22 00:50:06 +0000,2017-02-22 05:08:07 +0000,2017-02-22 05:08:07 +0000
11845,4,13,830857171990609921,Uno de los contingentes de la marcha desde el monumento conocido como Ángel de la Independencia #VibraMéxico… https://t.co/OahDnYeuUa,TweetDeck,false,false,,,,,,,148,89,,false,es,2017-02-12 19:12:41 +0000,2017-02-22 05:07:58 +0000,2017-02-22 05:07:58 +0000
11106,4,13,833770386089205761,¿Roces entre el gobierno de Colombia y la ONU por dejación de armas de las FARC?https://t.co/sz1oo4yWHP https://t.co/3mDf2wFadp,TweetDeck,false,false,,,,,,,47,47,,false,es,2017-02-20 20:08:45 +0000,2017-02-22 05:07:52 +0000,2017-02-22 05:07:52 +0000
13171,4,14,834188387741474816,.@AlfredoJimenoR: Mientras Leopoldo sigue preso  injustamente “El Wilmito” tenía playa por cárcel https://t.co/2gNC0YTib1,Bitly,false,false,,,,,,,11,14,,false,es,2017-02-21 23:49:44 +0000,2017-02-22 05:08:14 +0000,2017-02-22 05:08:14 +0000
13521,4,14,834100087857020929,Capriles: Gobierno no tiene ninguna posibilidad de ganar elecciones https://t.co/r6evg8K3aN,Bitly,false,false,,,,,,,6,9,,false,es,2017-02-21 17:58:52 +0000,2017-02-22 05:08:17 +0000,2017-02-22 05:08:17 +0000
12256,4,15,834230483101839361,Por órdenes de “arriba” #GNB impidió paso de medios de comunicación a la #AN https://t.co/ndBWkoQDAb https://t.co/vG4hOGBgMo,TweetDeck,false,false,,,,,,,0,7,,false,es,2017-02-22 02:37:01 +0000,2017-02-22 05:08:04 +0000,2017-02-22 05:08:04 +0000
12011,4,15,834252377045639168,Carnaval en el Trasnocho: La cartelera teatral disponible para el asueto https://t.co/WogKL1gvJ5 https://t.co/xOs2X5Sjhp,TweetDeck,false,false,,,,,,,0,1,,false,es,2017-02-22 04:04:01 +0000,2017-02-22 05:08:02 +0000,2017-02-22 05:08:02 +0000
12295,4,15,834227475936862208,Encuesta reveló que hombres prefieren tener sexo con “la otra” https://t.co/hCtHGlPIr7   https://t.co/ca1kU67xxs,Hootsuite,false,false,,,,,,,3,1,,false,es,2017-02-22 02:25:04 +0000,2017-02-22 05:08:05 +0000,2017-02-22 05:08:05 +0000
12116,4,15,834243568197722112,Aseguran que ajuste de la #UT no cubre ni el 25% de la Canasta Alimentaria https://t.co/CvGMmWlZjJ https://t.co/aiS9ZUoA8g,TweetDeck,false,false,,,,,,,1,3,,false,es,2017-02-22 03:29:00 +0000,2017-02-22 05:08:03 +0000,2017-02-22 05:08:03 +0000
11599,4,13,831883497891561472,Asesores de Trump estaban en contacto constante con funcionarios rusos durante la campañahttps://t.co/mEJBZ0dv9Z https://t.co/DM6eDCq1nI,TweetDeck,false,false,,,,,,,88,110,,false,es,2017-02-15 15:10:56 +0000,2017-02-22 05:07:56 +0000,2017-02-22 05:07:56 +0000
13007,4,14,834226204852908032,#LoMasVisto Balotaje en presidenciales de Ecuador se definirá entre un administrador y un exbanquero (perfiles) https://t.co/U7TLod6jQ6,TweetDeck,false,false,,,,,,,2,3,,false,es,2017-02-22 02:20:01 +0000,2017-02-22 05:08:13 +0000,2017-02-22 05:08:13 +0000
